,0
103,檀香花园
104,卓越云际
105,金牛花园
106,白鸽岛尚
107,恒大曹家巷广场公寓
108,首开龙湖紫宸
109,恒大曹家巷广场
110,恒大曹家巷广场
111,华侨城天鹅堡
112,中南樾府
113,金泉阳光雅新苑
114,金科苑中街103号院
115,华侨城东岸
116,协和花苑
117,东原亲亲里
118,德商新希望·国宾锦麟天玺
119,华侨城纯水岸二期
120,营康西路29号院
121,欣园
122,蓝光花满庭一期
123,中环西岸观邸
124,白鸽岛尚
125,红帆风林假日
126,中环西岸观邸
127,华侨城纯水岸一期
128,中加水岸
129,旭辉江山和鸣
130,迪康银色诗典
131,新桥逸景C区
132,金地嘉年华城
133,保利梧桐语
134,华侨城纯水岸208区
135,旭辉江山和鸣
136,金房星座
137,翡翠海湾
138,瑞安城中汇
139,飞大壹号广场
140,一品荷花
141,白鸽岛尚
142,恒业星园
143,恒大曹家巷广场
144,金地嘉年华城
145,华侨城纯水岸三期
146,水映兰庭
147,恒大曹家巷广场
148,澳林春天
149,中环西岸观邸
150,炎华置信花千集
151,营通街181号院
152,荣光巷2号院
153,华侨城纯水岸三期
154,金都花园
155,电建地产洺悦玺
156,工人村
157,华侨城纯水岸二期
158,旭辉江山和鸣
159,千和馨城
160,远洋朗郡
161,金沙国际花园
162,碧园公寓
163,正成拉斐
164,金牛花园
165,金牛万达a组团
166,千和馨城
167,汇融名城
168,智慧康城
169,恒大曹家巷广场
170,碧桂园城市花园
171,金牛万达a组团
172,卓越云际
173,阳光金沙
174,平福里
175,锦汇花园
176,锦熙玉苑
177,芙蓉华庭
178,五里墩横街43号院
179,万科金域西岭
180,恒大曹家巷广场
181,马鞍北路51号院
182,华侨城天鹅堡
183,华侨城纯水岸二期
184,中南樾府
185,星辉西路8号院
186,汇融名城
187,锦泰世家
188,华侨城原岸
189,绿地世纪城
190,水岸汇景
191,泰逸美景
192,远洋朗郡
193,金牛状元府邸
194,华侨城原岸
195,德商新希望·国宾锦麟天玺
196,华侨城东岸
197,恒业星园
198,金牛万达c组团
199,中南樾府
200,鑫源公寓
201,正成拉斐
202,绿地世纪城
203,马鞍北路51号院
204,星辉中路14号院
205,阳曦芙蓉城
206,保利两河森林别墅
207,蓝光富丽碧蔓汀
208,西西里一期
209,千和馨城
210,檀香花园
211,金牛万达a组团
212,金地嘉年华城
213,恒大曹家巷广场
214,金牛万达d组团
215,正成拉斐
216,香山苑
217,绿地世纪城
218,华侨城纯水岸一期
219,中南樾府
220,营中巷32号院
221,华侨城原岸
222,金牛万达b组团
223,锋尚阳光
224,华侨城纯水岸三期
225,金沙国际花园
226,龙门镇
227,明阳家在回廊
228,华侨城原岸
229,中环西岸观邸
230,首开龙湖紫宸
231,华侨城东岸
232,蜀汉路31号院
233,华侨城东岸
234,华侨城东岸
235,阳曦芙蓉城
236,远洋朗郡
237,恒大曹家巷广场
238,中环西岸观邸
239,佳乐云锦阁
240,黄忠二期
241,恒大曹家巷广场
242,荣光巷1号院
243,金地嘉年华城
244,恒大曹家巷广场
245,府河苑
246,蓝光花满庭一期
247,华侨城天鹅堡
248,金牛万达d组团
249,金地嘉年华城
250,华欣园
251,龙湖北城天街一期
252,西城公馆
253,檀香花园
254,恒大曹家巷广场
255,金牛花园
256,华侨城东岸
257,华侨城原岸
258,旭辉江山和鸣
259,龙湖源著
260,德商新希望·国宾锦麟天玺
261,华侨城纯水岸二期
262,百寿路9号院
263,龙湖北城天街二期
264,恒大曹家巷广场
265,营福巷84号院
266,蓝光富丽碧蔓汀
267,中南樾府
268,恒大曹家巷广场
269,旭辉江山和鸣
270,香山苑
271,蓝光富丽碧蔓汀
272,佳乐云锦阁
273,金牛万达d组团
274,汇景新村一期
275,恒大曹家巷广场
276,碧桂园城市花园
277,益民苑
278,曹家巷恒大雅苑
279,凯瑞花都
280,德意馨苑
281,华侨城东岸
282,中南樾府
283,白鸽岛尚
284,协和花苑
285,锦熙玉苑
286,绿地世纪城
287,绿地世纪城
288,同兴小区
289,府青路一段34号院
290,金府路6号院
291,御都花园别墅
292,青羊小区(成都)
293,华侨城东岸
294,中南樾府
295,保利国宾首府
296,华侨城纯水岸一期
297,华侨城纯水岸一期
298,碧桂园城市花园
299,华侨城原岸
300,恒大曹家巷广场
301,天地芳苑
302,金地嘉年华城
303,西线阳光
304,华夏之家
305,绿地世纪城
306,欣民苑
307,恒大曹家巷广场
308,金地嘉年华城
309,金沙御苑
310,中南樾府
311,居然小区
312,恒大曹家巷广场
313,瑞安城中汇
314,保利两河森林别墅
315,华侨城纯水岸二期
316,千和馨城
317,前锋小区
318,龙湖上城
319,蓝光富丽碧蔓汀
320,金牛万达a组团
321,瑞安城中汇
322,金牛万达c组团
323,中南樾府
324,旭辉江山和鸣
325,新绿苑
326,人和逸景
327,华侨城纯水岸三期
328,保利公园里
329,百寿路9号院
330,远洋朗郡
331,新绿苑
332,华侨城东岸
333,凯丽豪景
334,恒大曹家巷广场
335,电建地产洺悦府
336,龙湖北城天街一期
337,工人村
338,悦民苑
339,恒大曹家巷广场
340,金都花园
341,平景苑西区
342,龙湖北城天街一期
343,佳乐云锦阁
344,金牛万达c组团
345,泉水人家三期A区
346,绿地世纪城
347,保利国宾首府
348,中环西岸观邸
349,德商新希望·国宾锦麟天玺
350,现代北苑
351,马鞍东路社区
352,外曹家巷23号院
353,两河锦地
354,炎华置信花千集
355,万科金域西岭
356,华侨城原岸
357,华侨城纯水岸二期
358,华侨城原岸
359,瑞安城中汇
360,营和街9号院
361,熙城国际
362,城市绿舟花园
363,恒大曹家巷广场
364,恒大曹家巷广场
365,佳乐云锦阁
366,恒大曹家巷广场
367,龙湖北城天街一期
368,锦熙玉苑
369,恒大曹家巷广场
370,城市绿舟花园
371,金地嘉年华城
372,恒大曹家巷广场
373,龙门镇
374,绿地世纪城
375,平福里
376,抚琴西路南一巷1号院
377,筒车巷29号院
378,德意馨苑
379,老会展现代城
380,华侨城东岸
381,恒大曹家巷广场
382,正成拉斐
383,恒大曹家巷广场
384,华欣园
385,龙湖源著
386,金牛万达b组团
387,佳乐云锦阁
388,华西园
389,万科国宾润园
390,蜀通街10号院
391,华侨城原岸
392,华宇锦城名都
393,恒大曹家巷广场
394,锦汇花园
395,青羊小区(成都)
396,佳乐云锦阁
397,尚锦城
398,锦城花园
399,蓝光富丽碧蔓汀
400,紫金乐章
401,华侨城东岸
402,远洋朗郡
403,金牛万达d组团
404,怡泽苑
405,金沙美邻丽雅苑
406,中房北极星花园
407,惠民苑
408,德商新希望·国宾锦麟天玺
409,幸福枫景
410,白鸽岛尚
411,西城上域
412,凯瑞花都
413,德商新希望·国宾锦麟天玺
414,龙湖北城天街一期
415,中南樾府
416,恒大曹家巷广场
417,中南樾府
418,平福路92号院
419,中南樾府
420,交大智能五期
421,白鸽岛尚
422,阳曦芙蓉城
423,蓝光富丽碧蔓汀
424,三和花园
425,马鞍东路社区
426,西锦国际一期
427,恒大曹家巷广场
428,佳乐云锦阁
429,一环路北三段2号院
430,首开龙湖紫宸
431,蓝光花满庭一期
432,旭辉江山和鸣
433,水晶花园
434,曹家巷恒大雅苑
435,恒大曹家巷广场
436,金沙美邻一期
437,远洋朗郡
438,金牛万达d组团
439,恒大曹家巷广场
440,恒大曹家巷广场
441,华侨城东岸
442,阳曦芙蓉城
443,尚锦城
444,首开龙湖紫宸
445,飞大壹号广场
446,金牛万达c组团
447,华侨城天鹅堡
448,绿杨新邨
449,悦民苑
450,金牛状元府邸
451,汇融名城
452,蓝色空间
453,旭辉江山和鸣
454,营福庭院
455,电建地产洺悦府
456,德商新希望·国宾锦麟天玺
457,华侨城纯水岸一期
458,华侨城纯水岸一期
459,交大智能六期
460,张家巷社区
461,瑞安城中汇
462,中南樾府
463,东原亲亲里
464,营康路61号院
465,绿地世纪城
466,中南樾府
467,中南樾府
468,西西里一期
469,瑞安城中汇
470,炎华置信花千集
471,北站东二路11号院
472,首开龙湖紫宸
473,蓝光富丽碧蔓汀
474,金牛万达b组团
475,中环西岸观邸
476,簸箕巷66号院
477,蓝光富丽碧蔓汀
478,西延锦绣
479,中加水岸
480,瑞安城中汇
481,万科金域西岭
482,恒大曹家巷广场
483,旭辉江山和鸣
484,益民苑
485,首开龙湖紫宸
486,撷英卉苑
487,保利梧桐语
488,旭辉江山和鸣
489,电建地产洺悦玺
490,营福巷84号院
491,西西里一期
492,飞大壹号广场
493,青房尚瑞天韵
494,中南樾府
495,前锋小区
496,龙湖上城
497,佳乐云锦阁
498,绿地世纪城
499,新村河边街11号院
500,龙湖源著
501,瑞安城中汇
502,幸福枫景
503,恒大曹家巷广场
504,中南樾府
505,卓越云际
506,保利堂悦
507,飞大壹号广场
508,蜀通街10号院
509,新绿苑
510,首开龙湖紫宸
511,锦西民园
512,华侨城纯水岸二期
513,天合凯旋港
514,蓝光花满庭一期
515,百寿路9号院
516,成勘苑
517,华侨城天鹅堡
518,润泽园二期
519,龙湖上城
520,两河锦地
521,金房水韵天府
522,明阳家在回廊
523,首开龙湖紫宸
524,千和馨城
525,德意馨苑
526,中南樾府
527,城市绿舟花园
528,康品
529,华侨城原岸
530,佳乐云锦阁
531,恒大曹家巷广场公寓
532,抚琴西南路12号院
533,金房水韵天府
534,蓝光富丽碧蔓汀
535,华侨城纯水岸一期
536,凯丽豪景
537,华侨城纯水岸三期
538,中南樾府
539,水岸汇景
540,金牛万达a组团
541,中南樾府
542,阳曦芙蓉城
543,光荣北路87号院
544,天地芳苑
545,华侨城纯水岸一期
546,金牛万达a组团
547,华凌尚城
548,泰基花语廊
549,金牛万达d组团
550,汇融名城
551,欣园二期
552,佳乐云锦阁
553,保利两河森林
554,曹家巷恒大雅苑
555,保利两河森林别墅
556,保利两河森林别墅
557,新绿苑
558,花牌坊街161号院
559,馨宁居
560,万福花园
561,保利梧桐语
562,万科锦西润园
563,德商新希望·国宾锦麟天玺
564,西西里二期
565,德商新希望·国宾锦麟天玺
566,书香门第
567,炎华置信花千集公寓
568,紫金花园
569,欣园二期
570,和谐家园
571,龙湖上城
572,绿杨新邨
573,恒大曹家巷广场
574,华侨城纯水岸三期
575,恒大曹家巷广场
576,润泽园二期
577,曹家巷恒大雅苑
578,高家庄赞城
579,首开龙湖紫宸
580,东原亲亲里
581,金璐天下
582,恒大曹家巷广场
583,华侨城原岸
584,新桥逸景A区
585,恒大曹家巷广场
586,中加水岸
587,中南樾府
588,欣园二期
589,尚锦城
590,禾嘉利好
591,华侨城纯水岸二期
592,华侨城原岸
593,绿杨新邨
594,金牛万达a组团
595,西城上域
596,绿地世纪城
597,华侨城纯水岸三期
598,金牛万达a组团
599,西线阳光
600,金房水韵天府
601,西锦国际一期
602,龙湖源著
603,尚锦城
604,中南樾府
605,黄忠二期惠民苑
606,西城上域
607,蓝色空间
608,保利国宾首府
609,禾嘉利好
610,育苗路8号院
611,育苗路8号院
612,中南樾府
613,中南樾府
614,金牛万达a组团
615,青羊北路3号院
616,福祥家园瑞福苑
617,抚琴街南四巷1号院
618,千和银杏
619,绿地世纪城
620,瑞安城中汇
621,远洋朗郡
622,白鸽岛尚
623,恒大曹家巷广场
624,保利公园里
625,华侨城纯水岸二期
626,华夏之家
627,海滨苑
628,中南樾府
629,中环西岸观邸
630,北星城
631,天羽揽月
632,旭辉江山和鸣
633,恒大曹家巷广场
634,华侨城原岸
635,荷花名都
636,中南樾府
637,居然小区
638,电建地产洺悦玺
639,恒大曹家巷广场
640,水岸汇景
641,恒大曹家巷广场
642,首开龙湖紫宸
643,阳曦芙蓉城
644,绿地世纪城
645,德商新希望·国宾锦麟天玺
646,营康西路184号院
647,华侨城天鹅堡
648,保利两河森林别墅
649,中环西岸观邸
650,电建地产洺悦玺
651,万科金域西岭
652,电建地产洺悦玺
653,城市绿舟花园
654,两河锦地
655,翠堤雅筑
656,水岸汇景
657,金府世家
658,恒大曹家巷广场
659,华凌尚城
660,恒大曹家巷广场
661,金沙御苑
662,华凌尚城
663,城市绿舟花园
664,碧桂园城市花园
665,檀香花园
666,恒大曹家巷广场
667,华侨城原岸
668,檀香花园
669,金牛万达b组团
670,恒大曹家巷广场
671,红旗巷5号院
672,万科国宾润园
673,青房天韵华庭
674,金牛万达d组团
675,香山苑
676,华欣园
677,阳曦芙蓉城
678,银沙新居
679,抚琴西路108号院
680,龙门镇
681,炎华置信花千集
682,青房尚瑞天韵
683,华侨城纯水岸二期
684,恒大曹家巷广场
685,上层建筑
686,西西里二期
687,华侨城东岸
688,北辰花园
689,飞大壹号广场
690,青房尚瑞天韵
691,尚锦城
692,保利梧桐语
693,金地嘉年华城
694,凯瑞花都
695,中环西岸观邸
696,绿地世纪城
697,翡翠海湾
698,卓越云际
699,华侨城原岸
700,保利梧桐语
701,华侨城纯水岸三期
702,恒大西锦城
703,龙湖北城天街一期
704,德商新希望·国宾锦麟天玺
705,恒大曹家巷广场
706,保利公园里
707,水岸汇景
708,东原亲亲里
709,保利公园里
710,炎华置信花千集
711,华侨城东岸
712,水岸汇景
713,华侨城纯水岸三期
714,燕宇康品
715,电建地产洺悦府
716,蓝光富丽碧蔓汀
717,营康路61号院
718,金沙国际花园
719,芙蓉华庭
720,锦汇花园
721,旭辉江山和鸣
722,一品荷花
723,保利梧桐语
724,芙蓉华庭
725,益民苑
726,外曹家巷23号院
727,保利梧桐语
728,凯瑞花都
729,荣光巷1号院
730,恒大曹家巷广场
731,纯溪公寓
732,成勘苑
733,恒大西锦城
734,沙河凤凰城
735,恒大曹家巷广场
736,金牛万达a组团
737,城市绿舟花园
738,华侨城东岸
739,檀香花园
740,欣园二期
741,阳曦芙蓉城
742,华侨城原岸
743,恒大西锦城
744,协和花苑
745,恒业星园
746,蓝光富丽碧蔓汀
747,星辉西路8号院
748,幸福枫景
749,天地芳苑
750,正成拉斐
751,马鞍东路社区
752,恒大曹家巷广场
753,新绿苑
754,城市绿舟花园
755,交大智能九期
756,蓝光金悦金沙
757,华宇锦城名都
758,华欣园
759,金房水韵天府
760,香榭里公交苑
761,恒大曹家巷广场
762,金牛万达b组团
763,绿地世纪城
764,星辉西路8号院
765,华侨城原岸
766,金房水韵天府
767,恒大曹家巷广场
768,书香门第
769,绿地世纪城
770,沙湾东一路6号院
771,水映兰庭
772,远洋朗郡
773,瑞安城中汇
774,两河锦地
775,华西园
776,龙湖源著
777,金地嘉年华城
778,抚琴西路南一巷1号院
779,保利梧桐语
780,远洋朗郡
781,炎华置信花千集
782,炎华置信花千集
783,远洋朗郡
784,金牛万达c组团
785,金牛万达a组团
786,北斗七星城
787,飞大壹号广场
788,营中巷32号院
789,首开龙湖紫宸
790,金牛万达a组团
791,中南樾府
792,马鞍东路社区
793,上层建筑
794,华侨城原岸
795,银沙公寓
796,西城丽舍
797,荣光巷2号院
798,平福巷4号院
799,金地嘉年华城
800,金牛万达d组团
801,西西里二期
802,瑞升城北橡树林
803,檀香花园
804,华侨城纯水岸一期
805,西延锦绣
806,绿地世纪城
807,迎宾大道一号
808,飞大壹号广场
809,恒大曹家巷广场公寓
810,一品荷花
811,中环西岸观邸
812,绿地世纪城
813,卓越云际
814,白鸽岛尚
815,炎华置信花千集
816,恒大曹家巷广场
817,金桔花园二期南苑
818,西体路新二村社区
819,万科锦西润园
820,华侨城天鹅堡
821,恒大西锦城
822,红旗巷5号院
823,西西里二期
824,西线阳光
825,龙湖上城
826,华西园
827,卓越云际
828,华侨城原岸
829,万科金域西岭
830,书香门第
831,营通街181号院
832,金地嘉年华城
833,首开龙湖紫宸
834,锦城世家
835,华侨城天鹅堡
836,旭辉江山和鸣
837,万科国宾润园
838,正成拉斐
839,华侨城东岸
840,恒大曹家巷广场
841,金都花园
842,绿地世纪城
843,锦泰世家
844,白鸽岛尚
845,佳乐云锦阁
846,蓝光金悦金沙
847,保利国宾首府
848,澳林春天
849,万科金域西岭
850,百寿路9号院
851,远洋朗郡
852,金牛万达d组团
853,云上观邸项目
854,泰基花语廊
855,蓝光金悦金沙
856,中环西岸观邸
857,中南樾府
858,西西里二期
859,中南樾府
860,瑞升城北橡树林
861,金沙美邻一期
862,天羽揽月
863,远洋朗郡
864,保利公园里
865,恒大曹家巷广场
866,绿杨新邨
867,大院人家
868,龙门镇
869,仁和迎宾
870,金沙国际花园
871,佳乐云锦阁
872,龙湖源著
873,中环西岸观邸
874,凯瑞花都
875,蓝光富丽城
876,恒大曹家巷广场
877,龙湖源著别墅
878,银沙北街91号院
879,金地嘉年华城
880,千和馨城
881,金地嘉年华城
882,瑞升城北橡树林
883,华侨城东岸
884,华凌尚城
885,黄忠三期
886,工人村
887,兴顺花苑
888,西城天下
889,金牛花园
890,龙湖上城
891,佳乐云锦阁
892,德商新希望·国宾锦麟天玺
893,恒大曹家巷广场
894,恒大曹家巷广场
895,大院人家
896,中南樾府
897,抚琴南路小区
898,德商新希望·国宾锦麟天玺
899,恒福苑
900,花照壁小区
901,中南樾府
902,金牛状元府邸
903,幸福枫景
904,树蓓街42号院
905,华侨城纯水岸一期
906,蓝光富丽碧蔓汀
907,中南樾府
908,华侨城天鹅堡
909,锦城世家
910,明阳家在回廊
911,华侨城天鹅堡
912,中南樾府
913,金牛万达d组团
914,瑞安城中汇
915,华侨城纯水岸二期
916,银沙正街2号院
917,华侨城天鹅堡
918,蓝光富丽碧蔓汀
919,华侨城纯水岸一期
920,恒大曹家巷广场
921,保利国宾首府
922,炎华置信花千集
923,金牛万达d组团
924,正成拉斐
925,瑞安城中汇
926,平安正街43号院
927,金牛万达d组团
928,御都花园别墅
929,绿洲华苑
930,西西里二期
931,中房北极星花园
932,海滨苑
933,水晶花园
934,抚琴街北二巷3号院
935,凤栖桐
936,阳曦芙蓉城
937,恒大曹家巷广场
938,龙湖北城天街一期
939,凯丽豪景
940,电建地产洺悦府
941,德商新希望·国宾锦麟天玺
942,万科锦西润园
943,恒大西锦城
944,德商新希望·国宾锦麟天玺
945,东原亲亲里
946,三和花园
947,旭辉江山和鸣
948,九里西苑C区
949,恒大曹家巷广场
950,阳曦芙蓉城
951,保利梧桐语
952,檀香花园
953,尚锦城
954,碧桂园城市花园
955,保利梧桐语
956,金沙御苑
957,金地嘉年华城
958,金牛万达a组团
959,华侨城东岸
960,龙湖源著
961,德商新希望·国宾锦麟天玺
962,青房尚瑞天韵
963,华欣园
964,金科苑中街103号院
965,远洋朗郡
966,佳乐云锦阁
967,恒大曹家巷广场
968,青房天韵华庭
969,西线阳光
970,龙门镇
971,电建地产洺悦玺
972,阳曦芙蓉城
973,恒大曹家巷广场
974,九里欣园
975,曹家巷恒大雅苑
976,锦汇花园
977,恒大曹家巷广场
978,华侨城原岸
979,和谐家园
980,旭辉江山和鸣
981,绿地世纪城
982,全兴花园
983,中南樾府
984,华侨城纯水岸二期
985,旭辉江山和鸣
986,恒大曹家巷广场
987,华侨城纯水岸三期
988,华侨城纯水岸二期
989,泉水人家三期A区
990,府河苑
991,檀香花园
992,华侨城天鹅堡
993,金牛万达a组团
994,百寿路2号院
995,蓝光富丽碧蔓汀
996,华侨城纯水岸208区
997,旭辉江山和鸣
998,电建地产洺悦玺
999,黄忠二期
1000,旭辉江山和鸣
1001,恒大曹家巷广场
1002,水岸汇景
1003,北京城建龙樾熙城
1004,华侨城原岸
1005,汇融名城
1006,正成拉斐
1007,恒大曹家巷广场
1008,锦城花园
1009,二环路北四段4号院
1010,新熙门
1011,瑞安城中汇
1012,电建地产洺悦府
1013,星辉东路19号院
1014,万科金域西岭
1015,华侨城东岸
1016,中环西岸观邸
1017,锦城世家
1018,保利梧桐语
1019,华宇锦城名都
1020,中南樾府
1021,卓越云际
1022,抚琴西南路12号院
1023,蓝光云鼎
1024,解放西路22号院
1025,碧桂园城市花园
1026,金房水韵天府
1027,蓝光富丽碧蔓汀
1028,佳乐云锦阁
1029,远洋朗郡
1030,佳乐云锦阁
1031,蓝光花满庭一期
1032,保利梧桐语
1033,金沙别致
1034,旭辉江山和鸣
1035,西西里一期
1036,金牛万达d组团
1037,首开龙湖紫宸
1038,金牛万达c组团
1039,佳乐云锦阁
1040,一品荷花
1041,西西里一期
1042,绿地世纪城
1043,万科国宾润园
1044,汇融名城
1045,华侨城原岸
1046,西城上域
1047,瑞升城北橡树林
1048,文华路14号院
1049,人和逸景
1050,远洋朗郡
1051,金牛万达d组团
1052,金域港湾
1053,卓越云际
1054,华侨城纯水岸208区
1055,马鞍东路社区
1056,西城星座
1057,华侨城东岸
1058,远洋朗郡
1059,金牛花园
1060,红旗巷5号院
1061,飞大壹号广场
1062,保利国宾首府
1063,成华街9号院
1064,站北苑
1065,一品荷花
1066,华侨城原岸
1067,汇融名城
1068,华侨城东岸
1069,西西里二期
1070,中南樾府
1071,府河苑
1072,恒大曹家巷广场
1073,书香门第
1074,润泽园一期
1075,万科金域西岭
1076,西西里二期
1077,西西里二期
1078,金地嘉年华城
1079,恒大西锦城
1080,汇融名城
1081,三和花园
1082,和谐家园
1083,中环西岸观邸
1084,华侨城纯水岸一期
1085,中南樾府
1086,华侨城东岸
1087,金牛万达a组团
1088,解放西路22号院
1089,中南樾府
1090,西锦国际一期
1091,恒大西锦城
1092,金牛花园
1093,金琴路164号院
1094,华侨城原岸
1095,金牛状元府邸
1096,保利梧桐语
1097,西线阳光
1098,福祥家园瑞康苑
1099,德商新希望·国宾锦麟天玺
1100,中南樾府
1101,华侨城纯水岸三期
1102,黄忠二期惠民苑
1103,瑞安城中汇
1104,旭辉江山和鸣
1105,华侨城纯水岸二期
1106,万科金域西岭
1107,西线阳光
1108,电建地产洺悦玺
1109,高家庄赞城
1110,华侨城纯水岸二期
1111,华侨城纯水岸一期
1112,万通金牛新都会
1113,远洋朗郡
1114,万科国宾润园
1115,抚琴西路南一巷1号院
1116,绿地世纪城
1117,保利梧桐语
1118,瑞安城中汇
1119,金牛万达c组团
1120,北星城
1121,金牛万达a组团
1122,瑞安城中汇
1123,营和街66号院
1124,中加水岸
1125,华侨城原岸
1126,金地嘉年华城
1127,金沙御苑
1128,绿地世纪城
1129,中南樾府
1130,万科锦西润园
1131,正成拉斐
1132,金沙美邻一期
1133,天悦城
1134,万科锦西润园
1135,金地嘉年华城
1136,蜀通街10号院
1137,文华路14号院
1138,金牛花园
1139,首开龙湖紫宸
1140,保利学府城
1141,檀香花园
1142,蓝光富丽碧蔓汀
1143,远洋朗郡
1144,金沙国际花园
1145,远洋朗郡
1146,正成拉斐
1147,保利公园里
1148,金牛花园
1149,德商新希望·国宾锦麟天玺
1150,绿地世纪城
1151,龙湖北城天街一期
1152,新桥逸景C区
1153,中环西岸观邸
1154,瑞安城中汇
1155,蓝光富丽城
1156,华欣园
1157,两河锦地
1158,绿杨新邨
1159,金牛万达d组团
1160,抚琴西南街45号院
1161,凤栖桐
1162,龙湖北城天街一期
1163,中南樾府
1164,旭辉江山和鸣
1165,瑞安城中汇
1166,华侨城天鹅堡
1167,正成拉斐
1168,中南樾府
1169,碧桂园城市花园
1170,中南樾府
1171,德意馨苑
1172,佳乐云锦阁
1173,星辉西路8号院
1174,西城星座
1175,明阳家在回廊
1176,同兴小区
1177,中南樾府
1178,卓越云际
1179,华侨城原岸
1180,华侨城原岸
1181,华宇锦城名都
1182,尚锦城
1183,高家庄赞城
1184,两河锦地
1185,恒大曹家巷广场
1186,金地嘉年华城
1187,金牛万达a组团
1188,金牛万达b组团
1189,华侨城东岸
1190,城市绿舟花园
1191,万科锦西润园
1192,中南樾府
1193,华侨城东岸
1194,阳曦芙蓉城
1195,旭辉江山和鸣
1196,欣民苑
1197,保利梧桐语
1198,远洋朗郡
1199,燕宇康品
1200,佳乐云锦阁
1201,绿地世纪城
1202,金牛万达b组团
1203,西城天下
1204,华侨城纯水岸三期
1205,炎华置信花千集
1206,明阳家在回廊
1207,保利梧桐语
1208,西西里二期
1209,曹家巷恒大雅苑
1210,东原亲亲里
1211,华侨城东岸
1212,华侨城东岸
1213,金地嘉年华城
1214,万科加州湾
1215,龙湖西宸原著公寓
1216,一环路北三段2号院
1217,金牛万达d组团
1218,龙湖北城天街一期
1219,金色阳光
1220,金域港湾
1221,阳光金沙
1222,龙湖北城天街一期
1223,欣民苑
1224,中环西岸观邸
1225,华侨城纯水岸三期
1226,中环西岸观邸
1227,国宾时光汇
1228,北京城建龙樾熙城
1229,恒大曹家巷广场
1230,一环路北四段110号院
1231,和谐家园
1232,熙城国际
1233,中南樾府
1234,和谐家园
1235,龙湖上城
1236,红旗巷5号院
1237,城市绿舟花园
1238,智慧康城
1239,远洋朗郡
1240,迪康银色诗典
1241,汇融名城
1242,华侨城东岸
1243,中南樾府
1244,一环路北三段2号院
1245,华侨城东岸
1246,万科锦西润园
1247,水岸汇景
1248,瑞安城中汇
1249,高家庄赞城
1250,悦民苑
1251,华侨城东岸
1252,绿地世纪城
1253,金地嘉年华城
1254,协和花苑
1255,恒大曹家巷广场
1256,凯瑞花都
1257,撷英卉苑
1258,恒大西锦城
1259,凯瑞花都
1260,水晶花园
1261,营康西路29号院
1262,卓越云际
1263,曹家巷恒大雅苑
1264,北京城建龙樾熙城
1265,华侨城原岸
1266,飞大壹号广场
1267,龙湖北城天街一期
1268,蓝光富丽碧蔓汀
1269,福祥家园瑞祥苑
1270,华侨城原岸
1271,龙湖上城
1272,福林公寓
1273,西城公馆
1274,蓝光云鼎
1275,中南樾府
1276,和睦人家三期
1277,蓝光富丽城
1278,金沙国际花园
1279,檀香花园
1280,飞大壹号广场
1281,华侨城东岸
1282,德意馨苑
1283,金房水韵天府
1284,中环西岸观邸
1285,恒大曹家巷广场公寓
1286,曹家巷恒大雅苑
1287,瑞安城中汇
1288,水晶花园
1289,金房水韵天府
1290,中南樾府
